Date,Bangkok,Kanchanaburi,Kamphaeng Phet,Khon Kaen,Chanthaburi,Chachoengsao,Chonburi,Trang,Trat,Tak,Nakhon Pathom,Nakhon Phanom,Nakhon Ratchasima,Nakhon Si Thammarat,Nakhon Sawan,Nonthaburi,Narathiwat,Nan,Buriram,Pathum Thani,Prachuap Khiri Khan,Prachinburi,Phra Nakhon Si Ayutthaya,Phayao,Phichit,Phitsanulok,Phuket,Mukdahan,Yala,Rayong,Ratchaburi,Lopburi,Lampang,Lamphun,Sakon Nakhon,Songkhla,Satun,Samut Prakan,Samut Songkhram,Samut Sakhon,Saraburi,Sa Kaeo,Suphan Buri,Surat Thani,Sukhothai,Nong Khai,Udon Thani,Uttaradit,Uthai Thani,Ubon Ratchathani,Chiang Rai,ChiangMai,Phetchabun,Loei,Mae Hong Son,Phrae
2018-01-01,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,17.5,,,,,,,,,,,,,,,,
2018-01-02,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,22.5,,,,,,,,,,,,,,,,
2018-01-03,18.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,30.0,,,,,,,,,,,,,,,,
2018-01-04,20.58333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,39.5,,,,,,,,,,,,,,,,
2018-01-05,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,36.0,,,,,,,,,,,,,,,,
2018-01-06,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,,24.5,,,,,,,,,,,,,,,,
2018-01-07,6.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,9.0,,,,,,,,,,,,,,,,
2018-01-08,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,5.0,,,,,,,,,,,,,,,,
2018-01-09,8.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,6.0,,,,,,,,,,,,,,,,
2018-01-10,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,13.0,,,,,,,,,,,,,,,,
2018-01-11,14.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,25.0,,,,,,,,,,,,,,,,
2018-01-12,16.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,29.0,,,,,,,,,,,,,,,,
2018-01-13,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,32.5,,,,,,,,,,,,,,,,
2018-01-14,21.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,30.5,,,,,,,,,,,,,,,,
2018-01-15,25.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,40.0,,,,,,,,,,,,,,,,
2018-01-16,29.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.2,,46.5,,,,,,,,,,,,,,,,
2018-01-17,39.58333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,57.0,,,,,,,,,,,,,,,,
2018-01-18,27.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,,52.5,,,,,,,,,,,,,,,,
2018-01-19,27.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,52.5,,,,,,,,,,,,,,,,
2018-01-20,23.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,41.5,,,,,,,,,,,,,,,,
2018-01-21,32.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,54.0,,,,,,,,,,,,,,,,
2018-01-22,38.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.2,,55.5,,,,,,,,,,,,,,,,
2018-01-23,28.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,,40.5,,,,,,,,,,,,,,,,
2018-01-24,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,37.0,,,,,,,,,,,,,,,,
2018-01-25,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,12.5,,,,,,,,,,,,,,,,
2018-01-26,9.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,6.5,,,,,,,,,,,,,,,,
2018-01-27,8.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,6.0,,,,,,,,,,,,,,,,
2018-01-28,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,6.0,,,,,,,,,,,,,,,,
2018-01-29,8.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,7.0,,,,,,,,,,,,,,,,
2018-01-30,8.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,7.0,,,,,,,,,,,,,,,,
2018-01-31,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,6.5,,,,,,,,,,,,,,,,
2018-02-01,13.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,11.5,,,,,,,,,,,,,,,,
2018-02-02,21.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4,,29.5,,,,,,,,,,,,,,,,
2018-02-03,18.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,34.5,,,,,,,,,,,,,,,,
2018-02-04,21.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,42.0,,,,,,,,,,,,,,,,
2018-02-05,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,52.0,,,,,,,,,,,,,,,,
2018-02-06,18.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,45.0,,,,,,,,,,,,,,,,
2018-02-07,29.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,,57.5,,,,,,,,,,,,,,,,
2018-02-08,32.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,30.5,,,,,,,,,,,,,,,,
2018-02-09,16.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,19.5,,,,,,,,,,,,,,,,
2018-02-10,15.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,18.0,,,,,,,,,,,,,,,,
2018-02-11,16.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,19.0,,,,,,,,,,,,,,,,
2018-02-12,18.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,25.5,,,,,,,,,,,,,,,,
2018-02-13,21.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,,33.5,,,,,,,,,,,,,,,,
2018-02-14,31.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,49.5,,,,,,,,,,,,,,,,
2018-02-15,25.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,,32.0,,,,,,,,,,,,,,,,
2018-02-16,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,23.0,,,,,,,,,,,,,,,,
2018-02-17,19.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,,21.5,,,,,,,,,,,,,,,,
2018-02-18,16.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,,18.5,,,,,,,,,,,,,,,,
2018-02-19,14.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,14.0,,,,,,,,,,,,,,,,
2018-02-20,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.5,,,,,,,,,,,,,,,,
2018-02-21,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,8.0,,,,,,,,,,,,,,,,
2018-02-22,10.91666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,8.5,,,,,,,,,,,,,,,,
2018-02-23,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,9.0,,,,,,,,,,,,,,,,
2018-02-24,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,14.5,,,,,,,,,,,,,,,,
2018-02-25,16.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,10.5,,,,,,,,,,,,,,,,
2018-02-26,18.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,18.5,,,,,,,,,,,,,,,,
2018-02-27,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,12.5,,,,,,,,,,,,,,,,
2018-02-28,16.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,,19.0,,,,,,,,,,,,,,,,
2018-03-01,11.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,11.0,,,,,,,,,,,,,,,,
2018-03-02,10.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,10.5,,,,,,,,,,,,,,,,
2018-03-03,6.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,6.0,,,,,,,,,,,,,,,,
2018-03-04,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,5.5,,,,,,,,,,,,,,,,
2018-03-05,5.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,4.5,,,,,,,,,,,,,,,,
2018-03-06,6.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,
2018-03-07,7.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,
2018-03-08,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,6.0,,,,,,,,,,,,,,,,
2018-03-09,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,15.5,,,,,,,,,,,,,,,,
2018-03-10,18.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,26.5,,,,,,,,,,,,,,,,
2018-03-11,25.58333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.6,,35.0,,,,,,,,,,,,,,,,
2018-03-12,32.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,,43.5,,,,,,,,,,,,,,,,
2018-03-13,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,
2018-03-14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,
2018-03-15,11.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,
2018-03-16,8.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,8.5,,,,,,,,,,,,,,,,
2018-03-17,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,7.0,,,,,,,,,,,,,,,,
2018-03-18,6.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,
2018-03-19,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,
2018-03-20,9.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,8.5,,,,,,,,,,,,,,,,
2018-03-21,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,7.5,,,,,,,,,,,,,,,,
2018-03-22,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,,13.0,,,,,,,,,,,,,,,,
2018-03-23,19.41666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,18.5,,,,,,,,,,,,,,,,
2018-03-24,22.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2,,21.0,,,,,,,,,,,,,,,,
2018-03-25,16.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,14.5,,,,,,,,,,,,,,,,
2018-03-26,13.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,10.5,,,,,,,,,,,,,,,,
2018-03-27,17.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,16.0,,,,,,,,,,,,,,,,
2018-03-28,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,,12.5,,,,,,,,,,,,,,,,
2018-03-29,11.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,10.5,,,,,,,,,,,,,,,,
2018-03-30,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,12.0,,,,,,,,,,,,,,,,
2018-03-31,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,11.0,,,,,,,,,,,,,,,,
2018-04-01,21.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,17.5,,,,,,,,,,,,,,,,
2018-04-02,20.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,,19.0,,,,,,,,,,,,,,,,
2018-04-03,17.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,18.0,,,,,,,,,,,,,,,,
2018-04-04,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,10.5,,,,,,,,,,,,,,,,
2018-04-05,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,15.0,,,,,,,,,,,,,,,,
2018-04-06,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,18.5,,,,,,,,,,,,,,,,
2018-04-07,7.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,11.5,,,,,,,,,,,,,,,,
2018-04-08,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,18.0,,,,,,,,,,,,,,,,
2018-04-09,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,,40.0,,,,,,,,,,,,,,,,
2018-04-10,21.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,31.5,,,,,,,,,,,,,,,,
2018-04-11,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,10.5,,,,,,,,,,,,,,,,
2018-04-12,8.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,
2018-04-13,7.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,
2018-04-14,7.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,
2018-04-15,7.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,
2018-04-16,11.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,
2018-04-17,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,
2018-04-18,13.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,
2018-04-19,9.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,
2018-04-20,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,6.0,,,,,,,,,,,,,,,,
2018-04-21,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,8.5,,,,,,,,,,,,,,,,
2018-04-22,7.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,6.5,,,,,,,,,,,,,,,,
2018-04-23,10.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,9.0,,,,,,,,,,,,,,,,
2018-04-24,9.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,10.0,,,,,,,,,,,,,,,,
2018-04-25,11.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,,12.0,,,,,,,,,,,,,,,,
2018-04-26,9.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,11.5,,,,,,,,,,,,,,,,
2018-04-27,10.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,16.0,,,,,,,,,,,,,,,,
2018-04-28,8.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,10.5,,,,,,,,,,,,,,,,
2018-04-29,10.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,12.0,,,,,,,,,,,,,,,,
2018-04-30,7.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,5.5,,,,,,,,,,,,,,,,
2018-05-01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,4.5,,,,,,,,,,,,,,,,
2018-05-02,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,,9.0,,,,,,,,,,,,,,,,
2018-05-03,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,12.5,,,,,,,,,,,,,,,,
2018-05-04,8.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,8.5,,,,,,,,,,,,,,,,
2018-05-05,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,7.0,,,,,,,,,,,,,,,,
2018-05-06,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.5,,,,,,,,,,,,,,,,
2018-05-07,8.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,7.0,,,,,,,,,,,,,,,,
2018-05-08,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,7.5,,,,,,,,,,,,,,,,
2018-05-09,8.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,7.0,,,,,,,,,,,,,,,,
2018-05-10,7.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,6.5,,,,,,,,,,,,,,,,
2018-05-11,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,12.0,,,,,,,,,,,,,,,,
2018-05-12,12.58333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,,19.0,,,,,,,,,,,,,,,,
2018-05-13,11.58333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,10.5,,,,,,,,,,,,,,,,
2018-05-14,9.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,6.5,,,,,,,,,,,,,,,,
2018-05-15,12.08333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,
2018-05-16,7.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,6.5,,,,,,,,,,,,,,,,
2018-05-17,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,5.0,,,,,,,,,,,,,,,,
2018-05-18,7.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,4.5,,,,,,,,,,,,,,,,
2018-05-19,6.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,9.5,,,,,,,,,,,,,,,,
2018-05-20,9.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,11.5,,,,,,,,,,,,,,,,
2018-05-21,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,5.5,,,,,,,,,,,,,,,,
2018-05-22,10.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,15.0,,,,,,,,,,,,,,,,
2018-05-23,10.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,17.0,,,,,,,,,,,,,,,,
2018-05-24,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,4.5,,,,,,,,,,,,,,,,
2018-05-25,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,7.5,,,,,,,,,,,,,,,,
2018-05-26,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,11.5,,,,,,,,,,,,,,,,
2018-05-27,7.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,14.5,,,,,,,,,,,,,,,,
2018-05-28,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,9.5,,,,,,,,,,,,,,,,
2018-05-29,5.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,4.5,,,,,,,,,,,,,,,,
2018-05-30,6.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,3.5,,,,,,,,,,,,,,,,
2018-05-31,9.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,13.0,,,,,,,,,,,,,,,,
2018-06-01,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,7.5,,,,,,,,,,,,,,,,
2018-06-02,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,8.5,,,,,,,,,,,,,,,,
2018-06-03,6.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,5.5,,,,,,,,,,,,,,,,
2018-06-04,5.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,6.0,,,,,,,,,,,,,,,,
2018-06-05,5.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.5,,,,,,,,,,,,,,,,
2018-06-06,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,9.5,,,,,,,,,,,,,,,,
2018-06-07,6.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,7.0,,,,,,,,,,,,,,,,
2018-06-08,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,6.0,,,,,,,,,,,,,,,,
2018-06-09,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,4.0,,,,,,,,,,,,,,,,
2018-06-10,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,4.0,,,,,,,,,,,,,,,,
2018-06-11,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,3.5,,,,,,,,,,,,,,,,
2018-06-12,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,3.0,,,,,,,,,,,,,,,,
2018-06-13,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,4.0,,,,,,,,,,,,,,,,
2018-06-14,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,5.0,,,,,,,,,,,,,,,,
2018-06-15,7.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,5.5,,,,,,,,,,,,,,,,
2018-06-16,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,7.0,,,,,,,,,,,,,,,,
2018-06-17,7.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,
2018-06-18,9.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,
2018-06-19,11.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,9.5,,,,,,,,,,,,,,,,
2018-06-20,6.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,6.0,,,,,,,,,,,,,,,,
2018-06-21,7.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,5.0,,,,,,,,,,,,,,,,
2018-06-22,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,9.0,,,,,,,,,,,,,,,,
2018-06-23,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,10.5,,,,,,,,,,,,,,,,
2018-06-24,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2,,8.0,,,,,,,,,,,,,,,,
2018-06-25,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,7.5,,,,,,,,,,,,,,,,
2018-06-26,7.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,
2018-06-27,8.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,,11.0,,,,,,,,,,,,,,,,
2018-06-28,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,12.5,,,,,,,,,,,,,,,,
2018-06-29,9.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,9.0,,,,,,,,,,,,,,,,
2018-06-30,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,6.5,,,,,,,,,,,,,,,,
2018-07-01,6.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,,,,,,,,,,,,,,,,
2018-07-02,5.583333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,5.0,,,,,,,,,,,,,,,,
2018-07-03,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,7.5,,,,,,,,,,,,,,,,
2018-07-04,6.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,7.0,,,,,,,,,,,,,,,,
2018-07-05,6.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,7.5,,,,,,,,,,,,,,,,
