Date,Bangkok,Kanchanaburi,Kamphaeng Phet,Khon Kaen,Chanthaburi,Chachoengsao,Chonburi,Trang,Trat,Tak,Nakhon Pathom,Nakhon Phanom,Nakhon Ratchasima,Nakhon Si Thammarat,Nakhon Sawan,Nonthaburi,Narathiwat,Nan,Buriram,Pathum Thani,Prachuap Khiri Khan,Prachinburi,Phra Nakhon Si Ayutthaya,Phayao,Phichit,Phitsanulok,Phuket,Mukdahan,Yala,Rayong,Ratchaburi,Lopburi,Lampang,Lamphun,Sakon Nakhon,Songkhla,Satun,Samut Prakan,Samut Songkhram,Samut Sakhon,Saraburi,Sa Kaeo,Suphan Buri,Surat Thani,Sukhothai,Nong Khai,Udon Thani,Uttaradit,Uthai Thani,Ubon Ratchathani,Chiang Rai,Chiang Mai,Phetchabun,Loei,Mae Hong Son,Phrae
6/15/2019,12.08333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/2019,13.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/17/2019,10.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/18/2019,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/19/2019,10.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/20/2019,15.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/21/2019,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2019,15.83333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/23/2019,15.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/24/2019,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/25/2019,14.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/26/2019,12.08333333,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/27/2019,15.66666667,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/28/2019,16.58333333,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/29/2019,11.08333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/30/2019,11.58333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2019,16.83333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/2/2019,21,0,0,0,0,0,0,0,0,0,17,0,0,0,0,10,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/3/2019,18.33333333,0,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/4/2019,17.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/5/2019,14.66666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2019,19.5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/7/2019,17.16666667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/8/2019,15.41666667,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2019,15.75,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/10/2019,17.91666667,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/11/2019,16.83333333,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/12/2019,15.33333333,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/13/2019,15.58333333,0,0,0,0,0,0,0,0,0,15,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/2019,12.75,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/2019,13.25,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/2019,12.91666667,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/2019,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/2019,11.75,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/2019,12.5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/2019,13.83333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/21/2019,7.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/22/2019,10.83333333,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/23/2019,15.33333333,0,0,0,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/24/2019,14.66666667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/25/2019,14.41666667,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/26/2019,17.91666667,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2019,13.75,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2019,12.58333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2019,9.583333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2019,11.16666667,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/31/2019,10.83333333,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/1/2019,12.75,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2019,11.66666667,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/3/2019,11.41666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/4/2019,9.583333333,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/5/2019,10.33333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2019,12.75,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/7/2019,13.58333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/8/2019,12.41666667,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/2019,14.66666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/10/2019,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/11/2019,8.416666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/12/2019,8.416666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/13/2019,12.25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/14/2019,16.5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/15/2019,15.75,0,0,0,0,0,0,0,0,0,13,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/16/2019,16.25,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/17/2019,10.58333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/18/2019,10.16666667,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/19/2019,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/20/2019,15.41666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/21/2019,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/22/2019,13.33333333,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/23/2019,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/24/2019,14.5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/25/2019,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/26/2019,9.75,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/27/2019,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/28/2019,12.33333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/29/2019,11.83333333,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/30/2019,14.08333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/31/2019,9.666666667,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2019,8.916666667,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2019,13.41666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/3/2019,14.58333333,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/4/2019,15.66666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2019,15.58333333,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2019,18.16666667,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2019,18.91666667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2019,14.75,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2019,15.16666667,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/10/2019,15.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/11/2019,17.33333333,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/12/2019,16.25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/13/2019,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/14/2019,13.58333333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/2019,17.16666667,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/16/2019,16.5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/17/2019,22.58333333,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/18/2019,19.25,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/19/2019,19.16666667,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/20/2019,23.66666667,0,0,0,0,0,0,0,0,0,11,0,0,0,0,22,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/21/2019,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/22/2019,21.83333333,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2019,16.33333333,0,0,0,0,0,0,0,0,0,10,0,0,0,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/24/2019,23.91666667,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/25/2019,37.58333333,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/26/2019,35.75,0,0,0,0,0,0,0,0,0,31,0,0,0,0,34,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/27/2019,31.16666667,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/28/2019,41.25,0,0,0,0,0,0,0,0,0,38,0,0,0,0,42,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/29/2019,45.66666667,0,0,0,0,0,0,0,0,0,51,0,0,0,0,47,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,0,59.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/30/2019,67,0,0,0,0,0,0,0,0,0,54,0,0,0,0,64,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
